,1,4,7,11,12,16,19,20,30,31,37,40,41,44,45,50,52,53,54,55,56,57,58,63,64,68,69,79,81,82,89,90,92,93,94,96,99,100,101,103,104,105,106,107,108,109,110,115,117,118,119,130,131,133,135,141,142,144,147,150,151,152,160,167,170,174,175,176,184,185,200,201,202,203,204,205,206,207,209,210,211,212,213,218,230,233,235,236,244,245,246,247,248,249,250,251,305,400,403,405,406,407,408,415,416,420,421,422,423,430,434,500,501,502,503,505,506,524,540,548,556,564,572,580,588,592,699,701,702,703,705,706,800,801,902,904,905,906,907,999,1016,1100,1101,1102,1103,1104,1105,1106,1108,1109,1110,1111,1204,1205,1206,1211,1212,1213,1214,1215,1216,1217,1250,1251,1252,1253,1254,1299,1300,1301,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,1316,1317,1318,1319,1320,1321,1322,1323,1332,1333,1334,1335,1336,1337,1338,1339,1340,1341,1342,1343,1344,1345,1346,1347,1348,1349,1350,1351,1352,1353,1354,1355,1500,1575,1603,1604,1605,1606,1607,1611,1612,1613,1614,1615,1667,1668,1669,1670,1671,1675,1676,1677,1678,1679,1731,1732,1733,1734,1735,1739,1740,1741,1742,1743,1807,1811,1815,1871,1875,1876,1879,1935,1941,2010,2048,2105,2106,2128,2267,2500,2501,2502,2503,2504,2505,2506,2507,2508,2509,2510,2511,2512,2513,2514,2515,2516,2517,2518,2519,2520,2521,2522,2523,2532,2533,2534,2535,2536,2537,2538,2539,2540,2541,2542,2543,2544,2545,2546,2547,2548,2549,2550,2551,2552,2553,2554,2555,2801,2806,2807,2811,2812,2813,2814,2820,2823,2824,2825,2827,2830,2833,2834,2835,3135,3204,3205,3300,3303,3305,3366,3377,3428,3495,3496,3497,3499,3681,3682,3683,3700,3701,3811,3812,3821,3822,3831,3832,3849,3858,3861,3866,3868,3869,3880,3881,3882,3883,3884,3888,3890,3893,3894,3899,3941,3950,10,237,3000,3001,3002,3003,3004,3005,3006,3007,3008,3009,3010,3011,3012,3013,3014,3015,3016,3017,3018,3019,3020,3021,3022,3023,3024,3025,3026,3027,3028,3029,3030,3031,3032,3033,3034,3035,3036,3037,3038,3039,3040,3041,3042,3043,3044,3045,3046,3047,3048,3049,3050,3051,3052,3053,3054,3055,3056,3057,3058,3059,3060,3061,3062,3063,3064,3065,3066,3067,3068,3069,3070,3071,3072,3073,3074,3075,3076,3077,3078,3079,3080,3081,3082,3083,3084,3085,3086,3087,3088,3089,3090,3091,3092,3093,3094,3095,3096,3097,3098,3099,3100,3859,3878,3891,3892,3896,3897,132,136,300,21,22,29,65,66,214,296,298,299,431,504,596,604,605,692,693,694,695,698,1000,1001,1209,3850,3854,3857,3860,3862,3864,3885,3887,3889,3895,3901,3902,3903,3904,3905,3906,297,3851,3855,3863,3886,145,1002,1003,1004,1005,3872,3879,162,164,560,61,3200,3201,3203,3299,3898,102,3,13,18,23,27,28,51,80,83,84,112,113,146,148,149,163,181,182,208,215,216,229,241,242,301,304,401,402,404,410,413,600,601,602,603,606,607,608,609,659,802,804,805,806,807,812,813,1017,1018,1128,1200,1201,1202,1203,1207,1208,1228,1229,2200,2205,2207,2208,2228,2229,2300,2902,3364,3370,3501,3516,3518,3524,3525,3764,3856,3865,3867,14,3900,3383,3384,998,243,3565,2,8,15,17,165,166,3815,3816,3825,3826,3835,3836,3843,3845
Zone,,,,,,,,,CORPORATE,,,,CORPORATE,,,,CORPORATE,,,,,,,,,,,,,,,,,,,,,,CORPORATE,,,,,,,,,,,,,,,CORPORATE,,,,,CORPORATE,,,,,,CORPORATE,,,,,,,,,,CORPORATE,,,,,,EA,EA,EA,,,,,,,,,,,,CORPORATE,,,CORPORATE,,,,,,,,,,,,,,CORPORATE,,,,,,,,,,,,,,,,CORPORATE,CORPORATE,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,CORPORATE,,,CORPORATE,CORPORATE,CORPORATE,CORPORATE,CORPORATE,CORPORATE,,,,,,,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITS,ITS,,,,,,,,,,,,,,,,,CORPORATE,,,CORPORATE,,,,,,,MSS,MSS,,,,,,,,,,,CORPORATE,ITS,,ITS,ITS,MSS,MSS,MSS,,,MSS,,CORPORATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORPORATE,CORPORATE,,,CORPORATE,CORPORATE,,,,CORPORATE,CORPORATE,CORPORATE,ITS,ITS,,EA,EA,EA,,CORPORATE,,,,ITS,ITS,MSS,MSS,,,,,CORPORATE,CORPORATE,CORPORATE,ITS,ITS,ITS,MSS,MSS,MSS,,,,,,,,EA,CORPORATE,CORPORATE,ITS,MSS,,,,,,,,,,,,CORPORATE,,,,,,,,,,,,CORPORATE,,,,,,CORPORATE,CORPORATE,,,,,,,,,,,,,,,,CORPORATE,,,,,,,,,,,,,,,,,,,,,,CORPORATE,CORPORATE,CORPORATE,,,,,,,,,,,,,,,,,,,,,CORPORATE,ITS,ITS,,,,,,,,,,,,,,,,,,,,,
DC1,True,,,,,True,,True,True,,,True,True,,,True,,,True,True,,,,,,True,,True,True,True,True,,,,True,,,True,True,,True,,,True,True,True,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,,True,,,,,,,True,True,True,True,True,True,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,,,,,,True,,,,True,,True,True,True,,,,,True,True,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,,True,True,True,,True,,True,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,
DC2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU-VIC-DC1-L0-SW-COR-PRD-01,True,,,,,True,,True,True,,,True,True,,,True,,,True,True,,,,,,True,,True,True,True,True,,,,True,,,True,True,,True,,,True,True,True,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,,True,,,,,,,True,True,True,True,True,True,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,,,,,,True,,,,True,,True,True,True,,,,,True,True,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,,True,True,True,,True,,True,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,
TU-VIC-DC1-L0-SW-COR-PRD-01_svi_info,,,,,,,,,"{'interface': 'Vlan30', 'vrf': 'corporate', 'ip': '10.152.5.3'}",,,,"{'interface': 'Vlan41', 'vrf': 'corporate', 'ip': '10.152.0.3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan133', 'vrf': 'corporate', 'ip': '192.168.133.13'}",,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan204', 'vrf': 'corporate', 'ip': '192.168.73.253'}",,,,,,"{'interface': 'Vlan211', 'vrf': 'EA-BMS', 'ip': '10.122.0.9'}","{'interface': 'Vlan212', 'vrf': 'EA-BMS', 'ip': '10.122.0.18'}","{'interface': 'Vlan213', 'vrf': 'EA-BMS', 'ip': '10.122.0.2'}",,,,,,,,,,,,,,,"{'interface': 'Vlan400', 'vrf': 'corporate', 'ip': '172.17.100.253'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1204', 'vrf': 'corporate', 'ip': '10.3.2.28'}",,,,,,,,,,,,,,,"{'interface': 'Vlan1299', 'vrf': 'corporate', 'ip': '10.3.2.117'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1614', 'vrf': 'corporate', 'ip': '10.52.14.3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan2806', 'vrf': 'ITS', 'ip': '10.208.6.11'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3681', 'vrf': 'MSS', 'ip': '10.236.127.145'}","{'interface': 'Vlan3682', 'vrf': 'MSS', 'ip': '10.236.127.177'}",,,,,,,,,,,"{'interface': 'Vlan3858', 'vrf': 'corporate', 'ip': '10.131.192.245'}","{'interface': 'Vlan3861', 'vrf': 'ITS', 'ip': '10.208.0.12'}",,"{'interface': 'Vlan3868', 'vrf': 'ITS', 'ip': '10.208.0.245'}","{'interface': 'Vlan3869', 'vrf': 'ITS', 'ip': '10.208.0.249'}","{'interface': 'Vlan3880', 'vrf': 'MSS', 'ip': '10.236.127.4'}","{'interface': 'Vlan3881', 'vrf': 'MSS', 'ip': '10.236.127.129'}","{'interface': 'Vlan3882', 'vrf': 'MSS', 'ip': '10.236.127.161'}",,,"{'interface': 'Vlan3888', 'vrf': 'MSS', 'ip': '10.236.127.245'}",,"{'interface': 'Vlan3893', 'vrf': 'corporate', 'ip': '10.127.0.237'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3859', 'vrf': 'corporate', 'ip': '10.131.192.249'}","{'interface': 'Vlan3878', 'vrf': 'corporate', 'ip': '172.17.194.10'}",,,,,,,"{'interface': 'Vlan300', 'vrf': 'DATAGUARD_TEMP', 'ip': '10.254.254.251'}","{'interface': 'Vlan21', 'vrf': 'corporate', 'ip': '10.3.21.2'}","{'interface': 'Vlan22', 'vrf': 'corporate', 'ip': '10.3.21.12'}","{'interface': 'Vlan29', 'vrf': 'corporate', 'ip': '192.168.133.45'}","{'interface': 'Vlan65', 'vrf': 'ITS', 'ip': '172.31.2.241'}",,,"{'interface': 'Vlan296', 'vrf': 'EA-BMS', 'ip': '10.122.0.209'}","{'interface': 'Vlan298', 'vrf': 'EA-BMS', 'ip': '10.122.0.249'}",,,"{'interface': 'Vlan504', 'vrf': 'corporate', 'ip': '172.22.1.109'}",,,,,"{'interface': 'Vlan693', 'vrf': 'ITS', 'ip': '172.31.0.25'}","{'interface': 'Vlan694', 'vrf': 'MSS', 'ip': '172.31.0.17'}",,,,,,"{'interface': 'Vlan3850', 'vrf': 'corporate', 'ip': '10.127.0.58'}","{'interface': 'Vlan3854', 'vrf': 'corporate', 'ip': '10.131.192.209'}",,"{'interface': 'Vlan3860', 'vrf': 'ITS', 'ip': '10.208.0.1'}","{'interface': 'Vlan3862', 'vrf': 'ITS', 'ip': '10.208.0.209'}",,"{'interface': 'Vlan3885', 'vrf': 'MSS', 'ip': '10.236.127.209'}",,"{'interface': 'Vlan3889', 'vrf': 'MSS', 'ip': '10.236.127.249'}",,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3200', 'vrf': 'corporate', 'ip': '10.159.0.2'}",,,,,,,,,,,,"{'interface': 'Vlan51', 'vrf': 'corporate', 'ip': '10.4.51.253'}",,,,,,"{'interface': 'Vlan146', 'vrf': 'corporate', 'ip': '192.168.146.253'}","{'interface': 'Vlan148', 'vrf': 'corporate', 'ip': '192.168.148.3'}",,,,,,,,,,,,,,,,"{'interface': 'Vlan410', 'vrf': 'corporate', 'ip': '10.152.10.253'}",,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1201', 'vrf': 'corporate', 'ip': '10.3.2.4'}","{'interface': 'Vlan1202', 'vrf': 'corporate', 'ip': '10.3.2.12'}","{'interface': 'Vlan1203', 'vrf': 'corporate', 'ip': '10.3.2.20'}",,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3856', 'vrf': 'corporate', 'ip': '10.131.0.21'}","{'interface': 'Vlan3865', 'vrf': 'ITS', 'ip': '10.208.0.42'}","{'interface': 'Vlan3867', 'vrf': 'ITS', 'ip': '10.208.0.21'}",,"{'interface': 'Vlan3900', 'vrf': 'AIX_Isolated_Clustering', 'ip': '10.7.8.45'}",,,,,,,,,,,,,,,,,,,
TU-VIC-DC1-L0-SW-COR-PRD-02,True,,,,,True,,True,True,,,True,True,,,True,,,True,True,,,,,,True,,True,True,True,True,,,,True,,,True,True,,True,,,True,True,True,,,,True,,True,True,True,True,,,,,,,,,,,,,,,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,True,True,,,True,,,,,,,True,True,True,True,True,True,,,True,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,True,True,,,,,,True,,,,True,,True,True,True,,,,,True,True,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,,True,True,True,,True,,True,True,True,True,True,,True,True,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,True,True,,,True,,,True,True,,True,,True,True,True,,,,,,,True,True,True,True,True,,,,,,,,,,,,True,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,,,,,,,,,,
TU-VIC-DC1-L0-SW-COR-PRD-02_svi_info,,,,,,,,,"{'interface': 'Vlan30', 'vrf': 'corporate', 'ip': '10.152.5.2'}",,,,"{'interface': 'Vlan41', 'vrf': 'corporate', 'ip': '10.152.0.2'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan133', 'vrf': 'corporate', 'ip': '192.168.133.12'}",,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan204', 'vrf': 'corporate', 'ip': '192.168.73.251'}",,,,,,"{'interface': 'Vlan211', 'vrf': 'EA-BMS', 'ip': '10.122.0.10'}","{'interface': 'Vlan212', 'vrf': 'EA-BMS', 'ip': '10.122.0.19'}","{'interface': 'Vlan213', 'vrf': 'EA-BMS', 'ip': '10.122.0.3'}",,,,,,,,,,,,,,,"{'interface': 'Vlan400', 'vrf': 'corporate', 'ip': '172.17.100.252'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1204', 'vrf': 'corporate', 'ip': '10.3.2.27'}",,,,,,,,,,,,,,,"{'interface': 'Vlan1299', 'vrf': 'corporate', 'ip': '10.3.2.116'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1614', 'vrf': 'corporate', 'ip': '10.52.14.2'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan2806', 'vrf': 'ITS', 'ip': '10.208.6.12'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3681', 'vrf': 'MSS', 'ip': '10.236.127.146'}","{'interface': 'Vlan3682', 'vrf': 'MSS', 'ip': '10.236.127.178'}",,,,,,,,,,,"{'interface': 'Vlan3858', 'vrf': 'corporate', 'ip': '10.131.192.246'}","{'interface': 'Vlan3861', 'vrf': 'ITS', 'ip': '10.208.0.13'}",,"{'interface': 'Vlan3868', 'vrf': 'ITS', 'ip': '10.208.0.246'}",,"{'interface': 'Vlan3880', 'vrf': 'MSS', 'ip': '10.236.127.5'}","{'interface': 'Vlan3881', 'vrf': 'MSS', 'ip': '10.236.127.130'}","{'interface': 'Vlan3882', 'vrf': 'MSS', 'ip': '10.236.127.162'}",,,"{'interface': 'Vlan3888', 'vrf': 'MSS', 'ip': '10.236.127.246'}",,"{'interface': 'Vlan3893', 'vrf': 'corporate', 'ip': '10.127.0.235'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3878', 'vrf': 'corporate', 'ip': '172.17.194.11'}",,,,,,,"{'interface': 'Vlan300', 'vrf': 'DATAGUARD_TEMP', 'ip': '10.254.254.250'}","{'interface': 'Vlan21', 'vrf': 'corporate', 'ip': '10.3.21.4'}","{'interface': 'Vlan22', 'vrf': 'corporate', 'ip': '10.3.21.10'}","{'interface': 'Vlan29', 'vrf': 'corporate', 'ip': '192.168.133.44'}",,"{'interface': 'Vlan66', 'vrf': 'ITS', 'ip': '172.31.2.245'}",,,,"{'interface': 'Vlan299', 'vrf': 'EA-BMS', 'ip': '10.122.0.253'}",,"{'interface': 'Vlan504', 'vrf': 'corporate', 'ip': '172.22.1.110'}",,,,"{'interface': 'Vlan692', 'vrf': 'ITS', 'ip': '172.31.0.29'}",,,"{'interface': 'Vlan695', 'vrf': 'MSS', 'ip': '172.31.0.21'}",,,,,,,"{'interface': 'Vlan3857', 'vrf': 'corporate', 'ip': '10.131.192.253'}","{'interface': 'Vlan3860', 'vrf': 'ITS', 'ip': '10.208.0.2'}",,"{'interface': 'Vlan3864', 'vrf': 'ITS', 'ip': '10.208.0.253'}",,"{'interface': 'Vlan3887', 'vrf': 'MSS', 'ip': '10.236.127.253'}",,,,,,,,,"{'interface': 'Vlan297', 'vrf': 'EA-BMS', 'ip': '10.122.0.213'}","{'interface': 'Vlan3851', 'vrf': 'corporate', 'ip': '10.127.0.62'}","{'interface': 'Vlan3855', 'vrf': 'corporate', 'ip': '10.131.192.213'}","{'interface': 'Vlan3863', 'vrf': 'ITS', 'ip': '10.208.0.213'}","{'interface': 'Vlan3886', 'vrf': 'MSS', 'ip': '10.236.127.213'}",,,,,,,,,,,,"{'interface': 'Vlan3200', 'vrf': 'corporate', 'ip': '10.159.0.3'}",,,,,,,,,,,,"{'interface': 'Vlan51', 'vrf': 'corporate', 'ip': '10.4.51.252'}",,,,,,"{'interface': 'Vlan146', 'vrf': 'corporate', 'ip': '192.168.146.252'}","{'interface': 'Vlan148', 'vrf': 'corporate', 'ip': '192.168.148.2'}",,,,,,,,,,,,,,,,"{'interface': 'Vlan410', 'vrf': 'corporate', 'ip': '10.152.10.252'}",,,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan1201', 'vrf': 'corporate', 'ip': '10.3.2.3'}","{'interface': 'Vlan1202', 'vrf': 'corporate', 'ip': '10.3.2.11'}","{'interface': 'Vlan1203', 'vrf': 'corporate', 'ip': '10.3.2.19'}",,,,,,,,,,,,,,,,,,,,,"{'interface': 'Vlan3856', 'vrf': 'corporate', 'ip': '10.131.0.20'}","{'interface': 'Vlan3865', 'vrf': 'ITS', 'ip': '10.208.0.43'}","{'interface': 'Vlan3867', 'vrf': 'ITS', 'ip': '10.208.0.20'}",,"{'interface': 'Vlan3900', 'vrf': 'AIX_Isolated_Clustering', 'ip': '10.7.8.44'}",,,,,,,,,,,,,,,,,,,
TU-NSW-DC2-L0-SW-COR-PRD-01,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
